Subject,Key Chapter,StartVerse,EndVerse,Posnack Learning Goals (TBD)
1 Samuel,16,1,5,The LORD sends Samuel to Bethlehem to anoint a new king from Jesse’s sons; elders tremble at his arrival
1 Samuel,16,6,11,"Samuel passes over Jesse’s older sons; LORD teaches that He looks on the heart, not appearance"
1 Samuel,16,12,13,"David, the youngest, is brought in; LORD says 'this is the one'; Samuel anoints him; Spirit of the LORD comes upon David"
1 Samuel,16,14,18,Spirit of the LORD departs from Saul; distressing spirit troubles him; servants recommend seeking a skillful musician
1 Samuel,16,19,23,David chosen to play for Saul; Saul loves him and makes him armor-bearer; David’s music soothes Saul
,,,,
1 Samuel,17,1,11,Philistines and Israel face off; Goliath challenges Israel’s army and terrifies them
1 Samuel,17,12,20,"David, son of Jesse, goes from tending sheep to bring food to his brothers at the battle"
1 Samuel,17,21,27,David hears Goliath’s taunts; asks about the reward; questions why this uncircumcised Philistine defies God’s army
1 Samuel,17,28,30,Eliab rebukes David; David insists he has a cause
1 Samuel,17,31,40,David brought to Saul; expresses confidence in the LORD; recalls lion and bear; chooses sling and stones instead of armor
1 Samuel,17,41,47,David and Goliath exchange words; David declares the battle is the LORD’s and that He will deliver Goliath
1 Samuel,17,48,54,"David runs toward Goliath, slings a stone, fells and kills him; cuts off his head; Philistines flee; spoils taken"
1 Samuel,17,55,58,Saul inquires whose son David is; David identifies himself as son of Jesse the Bethlehemite
,,,,
1 Samuel,18,1,4,Jonathan’s soul knit to David; they make a covenant; Jonathan gives David his robe and weapons
1 Samuel,18,5,9,David succeeds in Saul’s service; women sing of Saul and David; Saul becomes jealous and suspicious
1 Samuel,18,10,16,Evil spirit on Saul; he twice tries to spear David; David avoids him; Saul fears David; David’s success continues
1 Samuel,18,17,21,"Saul offers Merab, then Michal, as snare; Michal loves David; Saul plots through marriage"
1 Samuel,18,22,27,Saul demands one hundred Philistine foreskins as bride price; David brings two hundred; Saul gives Michal to David
1 Samuel,18,28,30,Saul sees the LORD is with David and that Michal loves him; he becomes David’s enemy continually; David’s fame grows
,,,,
1 Samuel,19,1,7,Saul orders Jonathan and servants to kill David; Jonathan warns David and intercedes; Saul swears not to kill him
1 Samuel,19,8,10,War resumes; David succeeds again; evil spirit on Saul; he tries to pin David to wall; David escapes
1 Samuel,19,11,17,Saul sends men to David’s house; Michal helps David escape; she uses an idol in the bed as a ruse
1 Samuel,19,18,24,David flees to Samuel at Naioth; Saul sends messengers and goes himself; Spirit of God comes on them; Saul prophesies
,,,,
1 Samuel,20,1,4,"David meets Jonathan, expressing fear of Saul’s intent; Jonathan offers to help discover Saul’s true disposition"
1 Samuel,20,5,9,David proposes the new moon test by his absence from the king’s table; Jonathan agrees and will report Saul’s reaction
1 Samuel,20,10,17,"Jonathan and David confirm their covenant before the LORD, extending it to David’s descendants"
1 Samuel,20,18,23,Jonathan explains the signal with arrows to indicate Saul’s attitude; reaffirms covenant
1 Samuel,20,24,34,At the feast Saul notices David’s absence; enraged at Jonathan; throws spear at him; Jonathan grieves
1 Samuel,20,35,42,Jonathan signals David with arrows; private farewell; they weep together; Jonathan sends David away in peace under covenant
,,,,
Book,Chapter,StartVerse,EndVerse,Description
1 Samuel,21,1,6,David comes to Nob to Ahimelech; receives holy bread for lack of ordinary bread
1 Samuel,21,7,9,Doeg the Edomite present; David asks for a weapon and receives Goliath’s sword
1 Samuel,21,10,15,David flees to Achish king of Gath; feigns madness to escape and departs
,,,,
1 Samuel,22,1,2,"David escapes to the cave of Adullam; family and distressed, indebted men gather to him"
1 Samuel,22,3,5,David moves parents to Moab; Gad the prophet directs him back to Judah
1 Samuel,22,6,10,Saul learns of David’s supporters; suspects conspiracy; Doeg reports about Nob
1 Samuel,22,11,19,Saul confronts Ahimelech; orders execution of priests; Doeg kills priests and destroys Nob
1 Samuel,22,20,23,"Abiathar escapes to David, bringing news of Saul’s slaughter of the priests"
,,,,
1 Samuel,23,1,5,David inquires of the LORD and delivers Keilah from the Philistines
1 Samuel,23,6,14,Saul plans to trap David at Keilah; David inquires again and flees; stays in strongholds of Ziph
1 Samuel,23,15,18,Jonathan finds David; renews covenant and strengthens his hand in God
1 Samuel,23,19,23,Ziphites betray David’s location to Saul
1 Samuel,23,24,29,Saul nearly closes in; a Philistine raid forces him away; David moves to En Gedi
,,,,
1 Samuel,24,1,7,Saul pursues David in En Gedi; enters a cave; David secretly cuts off a corner of his robe but restrains his men
1 Samuel,24,8,15,"David reveals himself, shows the robe corner, and asserts his innocence; appeals to the LORD’s judgment"
1 Samuel,24,16,22,"Saul weeps, acknowledges David’s righteousness and future kingship; they part, David returning to the stronghold"
,,,,
1 Samuel,25,1,1,Samuel dies; all Israel mourns and buries him; David goes to the wilderness of Paran
1 Samuel,25,2,8,Introduction of Nabal and Abigail; David’s men courteously request provisions during sheep-shearing
1 Samuel,25,9,13,Nabal insults David’s messengers; David arms his men in anger
1 Samuel,25,14,22,Servant warns Abigail of Nabal’s folly; David vows to destroy Nabal’s household
1 Samuel,25,23,31,"Abigail meets David with gifts; humbly pleads, takes blame, and urges him not to shed blood or avenge himself"
1 Samuel,25,32,38,David blesses the LORD and Abigail for restraining him; Nabal later hears and his heart fails; the LORD strikes him and he dies
1 Samuel,25,39,44,David recognizes God’s justice; sends to take Abigail as wife; she accepts; note of David’s other marriages and Michal given to another
,,,,
Book,Chapter,StartVerse,EndVerse,Description
1 Samuel,26,1,4,Ziphites again report David’s location to Saul; Saul goes to the wilderness of Ziph with three thousand men
1 Samuel,26,5,12,David and Abishai enter Saul’s camp by night; take Saul’s spear and water jug instead of killing him
1 Samuel,26,13,20,From a distance David confronts Abner and Saul; asks why Saul pursues him though he has not sinned
1 Samuel,26,21,25,"Saul confesses sin and calls David blessed; David returns Saul’s spear; they part, David going his way"
,,,,
1 Samuel,27,1,4,David decides Saul will eventually kill him and flees to Achish king of Gath
1 Samuel,27,5,7,David requests and receives Ziklag as a dwelling place from Achish; stays among Philistines
1 Samuel,27,8,12,David raids southern peoples but reports differently to Achish; Achish trusts David as ally
,,,,
1 Samuel,28,1,2,Philistines gather for war; Achish expects David to accompany him; David gives ambiguous assent
1 Samuel,28,3,7,Reminder of Samuel’s death and Saul’s earlier expulsion of mediums; Saul terrified by Philistine army and receives no answer from the LORD
1 Samuel,28,8,14,Saul disguises himself and visits the medium at Endor; she is shocked when Samuel actually appears
1 Samuel,28,15,19,"Samuel rebukes Saul, reiterates the LORD’s rejection, and foretells that Saul and his sons will die in the coming battle"
1 Samuel,28,20,25,Saul collapses in fear; the woman and his servants persuade him to eat; he departs that night
,,,,
1 Samuel,29,1,5,Philistine lords question David’s presence in their army as they gather at Aphek
1 Samuel,29,6,11,Achish defends David but sends him back at the lords’ insistence; David and his men return to Ziklag
,,,,
1 Samuel,30,1,6,David finds Ziklag burned and families taken captive by Amalekites; people weep and speak of stoning him
1 Samuel,30,7,10,"David strengthens himself in the LORD, inquires of God, and pursues with six hundred men; two hundred stay behind at the brook"
1 Samuel,30,11,20,Egyptian slave leads David to the Amalekites; David defeats them and recovers all; takes flocks as spoil
1 Samuel,30,21,25,Dispute over spoils; David declares equal share for those who stayed with the baggage; statute established
1 Samuel,30,26,31,David sends gifts from plunder to elders of Judah and his friends in various towns
,,,,
1 Samuel,31,1,3,"Philistines fight Israel on Mount Gilboa; Saul’s sons, including Jonathan, are killed"
1 Samuel,31,4,6,Saul is badly wounded by archers; he falls on his sword; his armor-bearer does likewise; Saul and his sons die
1 Samuel,31,7,10,Israelites flee cities; Philistines occupy them; Saul’s body is fastened to the wall of Beth Shan; armor placed in idol temple
1 Samuel,31,11,13,"Men of Jabesh Gilead retrieve bodies of Saul and sons, burn them, and bury their bones; fast seven days"
,,,,
Book,,,,
1 Samuel,27,1,4,David concludes Saul will eventually kill him and decides to flee to Achish king of Gath
1 Samuel,27,5,7,"David settles with his men and families under Achish; he asks for a town and is given Ziklag, where he stays among the Philistines"
1 Samuel,27,8,12,"David raids southern peoples but leaves none alive, while reporting to Achish as if he raids Judah; Achish trusts David and believes he has made himself odious to Israel"
,,,,
Book,Chapter,StartVerse,EndVerse,Description
2 Samuel,1,1,10,"An Amalekite arrives from the battle, reports Saul’s and Jonathan’s deaths, and claims to have killed Saul"
2 Samuel,1,11,16,David and his men mourn; David questions the Amalekite and has him executed for striking 'the LORD’s anointed'
2 Samuel,1,17,27,"David’s lament over Saul and Jonathan ('Song of the Bow'), instructing Judah to teach it"
2 Samuel,2,1,7,David inquires of the LORD and is directed to Hebron; he is anointed king over the house of Judah
2 Samuel,2,8,11,Abner makes Ish-bosheth king over the rest of Israel; note of the two kingdoms and length of David’s Hebron reign
2 Samuel,2,12,17,Abner and Joab’s men meet by the pool of Gibeon; contest between young men and ensuing fierce battle
2 Samuel,2,18,23,Pursuit of Abner; Asahel chases him and is killed by Abner
2 Samuel,2,24,32,Joab calls a halt to the fighting; Abner withdraws; list of casualties and return to Hebron
2 Samuel,3,1,5,Long war between house of Saul and house of David; David grows stronger; sons born to David in Hebron
2 Samuel,3,6,11,Quarrel between Ish-bosheth and Abner over Saul’s concubine; Abner decides to shift allegiance to David
2 Samuel,3,12,16,Abner communicates with David and elders of Israel; David demands Michal’s return; Michal brought back
2 Samuel,3,17,21,Abner persuades Israel and Benjamin; comes to David in Hebron; they feast and agree; Abner sent away in peace
2 Samuel,3,22,27,"Joab returns, hears of Abner, lures him back, and murders him in the gate in revenge for Asahel"
2 Samuel,3,28,39,"David publicly distances himself from the killing, laments Abner, honors him with a funeral, and rebukes Joab’s action"
2 Samuel,4,1,4,Ish-bosheth loses courage after Abner’s death; brief note about Mephibosheth’s lameness
2 Samuel,4,5,8,"Two captains, Rechab and Baanah, kill Ish-bosheth on his bed and bring his head to David in Hebron"
2 Samuel,4,9,12,David condemns them for murdering a righteous man in his house; orders their execution; Ish-bosheth’s head buried in Abner’s tomb
,,,,
Book,Chapter,StartVerse,EndVerse,Description
2 Samuel,5,1,5,Tribes of Israel come to Hebron; David is anointed king over all Israel; summary of his age and length of reign
2 Samuel,5,6,10,David captures Jerusalem (Zion) from the Jebusites and makes it his city
2 Samuel,5,11,16,Hiram of Tyre sends materials and craftsmen; David builds his house; more wives and children in Jerusalem
2 Samuel,5,17,21,"Philistines come against David; he inquires of the LORD, defeats them at Baal Perazim, and burns their idols"
2 Samuel,5,22,25,Philistines come up again; David inquires; LORD directs a different strategy; another victory from Geba to Gezer
,,,,
2 Samuel,6,1,5,David gathers chosen men to bring up the ark from Baale Judah with music and rejoicing
2 Samuel,6,6,11,Uzzah touches the ark and dies; David becomes afraid and leaves the ark at the house of Obed-Edom
2 Samuel,6,12,19,"Hearing of blessing on Obed-Edom, David brings the ark to Jerusalem with sacrifices and dancing; distributes food to the people"
2 Samuel,6,20,23,Michal despises David in her heart; confronts him; David defends his worship; Michal remains childless
,,,,
2 Samuel,7,1,3,David expresses desire to build a house for the LORD; Nathan initially approves
2 Samuel,7,4,7,Word of the LORD to Nathan: David is not to build the house; God has dwelt in a tent
2 Samuel,7,8,17,"Covenant with David: God will build David a house, establish his throne forever, and discipline but not reject his offspring"
2 Samuel,7,18,29,David’s prayer of humility and praise; he asks the LORD to confirm His word concerning his house
,,,,
2 Samuel,8,1,8,"David defeats Philistines, Moab, and Hadadezer of Zobah; takes spoil and control"
2 Samuel,8,9,14,Toi of Hamath sends Joram with gifts; David dedicates silver and gold to the LORD; LORD gives victory wherever he goes
2 Samuel,8,15,18,Summary of David’s just rule and chief officials in his administration
,,,,
2 Samuel,9,1,5,David seeks to show kindness to the house of Saul for Jonathan’s sake; learns of Mephibosheth
2 Samuel,9,6,8,"Mephibosheth comes before David; David promises kindness, restoration of land, and a place at the king’s table"
2 Samuel,9,9,13,Ziba appointed to work the land for Mephibosheth; Mephibosheth eats regularly at David’s table despite his lameness
,,,,
2 Samuel,10,1,5,"After Nahash’s death, David sends messengers to console Hanun of Ammon; Hanun humiliates them"
2 Samuel,10,6,14,Ammonites hire Aramean forces; Joab divides forces against both; he and Abishai encourage one another and fight
2 Samuel,10,15,19,Arameans regroup and are defeated by David; they make peace and refuse to help Ammon again
,,,,
Book,Chapter,StartVerse,EndVerse,Description
2 Samuel,11,1,5,"In the season when kings go to war David remains in Jerusalem; he sees Bathsheba, sends for her, and she conceives"
2 Samuel,11,6,13,"David recalls Uriah from the battle and tries to cover the pregnancy by sending him home, but Uriah refuses to go to his house"
2 Samuel,11,14,17,David sends a letter by Uriah arranging his death in battle; Joab places him in the front; Uriah is killed
2 Samuel,11,18,25,Joab sends a report of the battle; messenger informs David of Uriah’s death; David instructs Joab not to be dismayed
2 Samuel,11,26,27,Bathsheba mourns for Uriah; David brings her to his house and she becomes his wife; the deed displeases the LORD
,,,,
2 Samuel,12,1,6,Nathan comes to David with a parable of a rich man stealing a poor man’s lamb; David condemns the man in anger
2 Samuel,12,7,10,Nathan declares 'You are the man'; recounts the LORD’s gifts to David and announces consequences for his sin
2 Samuel,12,11,14,Prophecy of calamity in David’s house and public disgrace; David confesses; Nathan says the LORD has put away his sin but the child will die
2 Samuel,12,15,23,"Child becomes ill; David fasts and pleads; the child dies; David rises, worships, and explains his acceptance"
2 Samuel,12,24,25,Birth of Solomon to David and Bathsheba; the LORD loves him and sends word through Nathan naming him Jedidiah
2 Samuel,12,26,31,"Joab captures Rabbah’s royal city; David comes, takes the crown and spoils, and puts the Ammonites to forced labor"
,,,,
Book,Chapter,StartVerse,EndVerse,Description
2 Samuel,13,1,5,Amnon loves his half-sister Tamar and becomes sick with desire for her
2 Samuel,13,6,14,With Jonadab’s help Amnon deceives Tamar and rapes her
2 Samuel,13,15,19,Amnon suddenly hates Tamar and sends her away in disgrace
2 Samuel,13,20,22,Absalom shelters Tamar and conceals his hatred; David is angry but does not punish Amnon
2 Samuel,13,23,29,Two years later Absalom arranges for Amnon to be killed at Baal-hazor during sheep-shearing
2 Samuel,13,30,33,Initial report that all the king’s sons are dead; Jonadab clarifies only Amnon has been killed
2 Samuel,13,34,39,Sons return; David mourns; Absalom flees to Geshur and remains there three years
2 Samuel,14,1,3,Joab devises a plan to move David toward reconciliation with Absalom
2 Samuel,14,4,20,"Wise woman of Tekoa tells a parable to David, leading him to acknowledge mercy toward his banished son"
2 Samuel,14,21,24,David permits Absalom’s return to Jerusalem but forbids him from seeing the king
2 Samuel,14,25,27,Description of Absalom’s beauty and hair; birth of his three sons and daughter Tamar
2 Samuel,14,28,33,After two years Absalom forces Joab to intercede; David finally sees Absalom and kisses him
2 Samuel,15,1,6,Absalom acquires chariots and fifty men; wins hearts of Israelites by intercepting and flattering petitioners
2 Samuel,15,7,12,Absalom asks leave to go to Hebron; there he declares himself king and strengthens the conspiracy
2 Samuel,15,13,18,News reaches David; he decides to flee Jerusalem with his household and loyal servants
2 Samuel,15,19,23,Ittai the Gittite pledges loyalty and chooses to go with David
2 Samuel,15,24,29,"Zadok and priests bring the ark; David sends the ark back, committing outcomes to the LORD"
2 Samuel,15,30,37,David ascends the Mount of Olives weeping; hears of Ahithophel’s betrayal; sends Hushai back to counter Ahithophel
2 Samuel,16,1,4,Ziba meets David with supplies and slanders Mephibosheth; David gives Mephibosheth’s property to Ziba
2 Samuel,16,5,14,Shimei curses and throws stones at David; David restrains his men and accepts it as possibly from the LORD
2 Samuel,16,15,19,"Absalom enters Jerusalem; Hushai offers to serve him, claiming loyalty"
2 Samuel,16,20,23,"Ahithophel advises Absalom to go in to David’s concubines; Absalom does so publicly, fulfilling prophecy of David’s humiliation"
2 Samuel,17,1,4,Ahithophel proposes a swift night attack on David with twelve thousand men
2 Samuel,17,5,14,Hushai advises delaying and mustering all Israel; Absalom and elders accept Hushai’s counsel; LORD defeats Ahithophel’s advice
2 Samuel,17,15,22,Hushai sends word through priests to David to cross the Jordan quickly; David and people cross by dawn
2 Samuel,17,23,23,"Ahithophel, seeing his counsel rejected, goes home and hangs himself"
2 Samuel,17,24,29,"David reaches Mahanaim; Shobi, Machir, and Barzillai supply provisions for him and his people"
2 Samuel,18,1,5,"David musters troops under Joab, Abishai, and Ittai; orders them to deal gently with Absalom"
2 Samuel,18,6,8,Battle in the forest of Ephraim; Israel is defeated before David’s servants; many fall
2 Samuel,18,9,15,Absalom caught by his hair in a tree; Joab and his armor-bearers kill him despite David’s command
2 Samuel,18,16,18,Joab stops pursuit; Absalom’s body thrown into a pit and covered; note of Absalom’s pillar
2 Samuel,18,19,27,Ahimaaz and the Cushite run with news; David waits anxiously at the gate
2 Samuel,18,28,33,Cushite announces victory and Absalom’s death; David mourns bitterly: 'O my son Absalom…'
2 Samuel,19,1,8,Joab rebukes David for excessive mourning that discourages troops; David appears in the gate to encourage them
2 Samuel,19,9,15,Israel argues about bringing David back; Judah is persuaded; king returns to Jordan
2 Samuel,19,16,23,"Shimei meets David, confesses and asks forgiveness; David swears he shall not die"
2 Samuel,19,24,30,"Mephibosheth meets David, defends his loyalty, and accepts David’s divided ruling over his land with Ziba"
2 Samuel,19,31,39,Barzillai the Gileadite is honored; declines to go to Jerusalem; his servant Chimham goes instead
2 Samuel,19,40,43,Quarrel between men of Israel and Judah over who has more claim to the king
2 Samuel,20,1,2,Sheba son of Bichri blows a trumpet and calls Israel away from David; men of Israel withdraw from following David
2 Samuel,20,3,3,David returns to his house; isolates the concubines Absalom had violated
2 Samuel,20,4,13,Amasa is late to muster Judah; Joab meets him and kills him; Joab resumes command
2 Samuel,20,14,22,Sheba shelters in Abel Beth-maacah; wise woman negotiates with Joab; city delivers Sheba’s head and siege ends
2 Samuel,20,23,26,List of officials in David’s administration at this stage
,,,,
Book,Chapter,StartVerse,EndVerse,Description
2 Samuel,21,1,6,Famine during David’s reign; inquiry reveals guilt for Saul’s slaughter of the Gibeonites; Gibeonites ask for seven of Saul’s descendants
2 Samuel,21,7,9,David spares Mephibosheth for Jonathan’s sake and hands over seven others; they are executed before the LORD
2 Samuel,21,10,14,Rizpah guards the bodies; David gathers and buries the bones of Saul and Jonathan and the executed; God responds to prayer for the land
2 Samuel,21,15,17,Philistine war; David grows faint; Abishai saves him from Ishbi-benob; David is told not to go out to battle
2 Samuel,21,18,22,Further battles with Philistine giants; several descendants of Rapha are killed by David’s men
,,,,
2 Samuel,22,1,4,"David’s song of praise to the LORD as rock, fortress, and deliverer"
2 Samuel,22,5,20,Description of God’s powerful deliverance from enemies and death
2 Samuel,22,21,31,David reflects on his righteousness and the LORD’s just ways with the faithful and crooked
2 Samuel,22,32,46,"The LORD equips David for battle, gives him victory over nations, and subdues enemies"
2 Samuel,22,47,51,Closing praise: the LORD lives; He shows steadfast love to David and his offspring forever
,,,,
2 Samuel,23,1,7,David’s last words: oracle about just rulers and God’s everlasting covenant with him
2 Samuel,23,8,12,List and exploits of the three chief mighty men
2 Samuel,23,13,17,Three break through Philistine lines to bring David water from Bethlehem; he pours it out to the LORD
2 Samuel,23,18,23,Abishai and Benaiah and their notable deeds; they are honored among the mighty men
2 Samuel,23,24,39,Listing of the rest of David’s mighty men by name
,,,,
2 Samuel,24,1,4,Again the LORD’s anger burns against Israel; David is incited to number Israel; Joab objects but is overruled
2 Samuel,24,5,9,Joab and commanders travel throughout Israel and Judah to register the fighting men; total given to the king
2 Samuel,24,10,14,David’s heart strikes him; he confesses sin; the LORD offers three judgment options; David chooses to fall into God’s hand
2 Samuel,24,15,17,Plague strikes Israel; seventy thousand die; angel stretches hand over Jerusalem; David pleads for the people
2 Samuel,24,18,25,"David buys Araunah’s threshing floor, refusing a free offering; he builds an altar; LORD answers by fire and the plague is stopped"
,,,,
Book,Chapter,StartVerse,EndVerse,Description
1 Kings,1,1,4,David old and unable to keep warm; Abishag the Shunammite attends him
1 Kings,1,5,10,Adonijah exalts himself as king with chariots and supporters including Joab and Abiathar
1 Kings,1,11,21,Nathan and Bathsheba approach David about Adonijah’s actions and Solomon’s promised succession
1 Kings,1,22,27,Nathan confirms Bathsheba’s report and urges David to act to avoid confusion over the throne
1 Kings,1,28,37,"David publicly orders Solomon to be anointed king; instructions given to Zadok, Nathan, and Benaiah"
1 Kings,1,38,40,Solomon anointed at Gihon; people rejoice; city in uproar with celebration
1 Kings,1,41,48,Adonijah’s guests hear the news; Jonathan reports Solomon’s anointing and David’s blessing
1 Kings,1,49,53,"Adonijah fears Solomon, takes hold of the altar; Solomon spares him on condition of proven worthiness"
,,,,
1 Kings,2,1,4,"David’s charge to Solomon to be strong, keep the LORD’s commands, and walk in His ways"
1 Kings,2,5,9,"David’s instructions regarding Joab, Barzillai’s sons, and Shimei"
1 Kings,2,10,12,David’s death and burial; Solomon firmly established on the throne
1 Kings,2,13,18,Adonijah asks Bathsheba to request Abishag as his wife
1 Kings,2,19,25,Solomon interprets Adonijah’s request as a threat; has Adonijah put to death
1 Kings,2,26,27,"Solomon removes Abiathar from the priesthood, fulfilling word concerning Eli’s house"
1 Kings,2,28,35,Joab flees to the tent of the LORD but is executed; Benaiah replaces him; Zadok becomes priest
1 Kings,2,36,46,Shimei confined to Jerusalem under oath; later disobeys and is executed; kingdom firmly in Solomon’s hand
,,,,
1 Kings,3,1,3,Solomon makes alliance with Pharaoh and marries his daughter; people still sacrifice at high places
1 Kings,3,4,9,At Gibeon Solomon asks the LORD for wisdom to govern the people
1 Kings,3,10,15,God grants wisdom plus riches and honor; Solomon returns to Jerusalem and sacrifices before the ark
1 Kings,3,16,22,Two prostitutes come before Solomon disputing over a living child
1 Kings,3,23,28,Solomon’s proposal to divide the child reveals the true mother; Israel recognizes his God-given wisdom
,,,,
1 Kings,4,1,6,Listing of Solomon’s chief officials
1 Kings,4,7,19,Twelve district governors provide for the king and his household
1 Kings,4,20,28,Judah and Israel numerous and at peace; Solomon’s daily provisions and dominion described
1 Kings,4,29,34,"Solomon’s great wisdom, breadth of understanding, proverbs, and songs; fame reaches many nations"
,,,,
1 Kings,5,1,5,Solomon recalls David’s desire to build a house for the LORD and his own call to do it
1 Kings,5,6,12,"Agreement with Hiram king of Tyre for cedar, cypress, and laborers; LORD gives peace and wisdom"
1 Kings,5,13,18,Solomon conscripts labor; describes workforces preparing materials for the temple
,,,,
1 Kings,6,1,10,"Description of temple dimensions, structure, and side chambers"
1 Kings,6,11,13,Word of the LORD promising to dwell among Israel if Solomon walks in His statutes
1 Kings,6,14,22,Interior lined with cedar and overlaid with gold; inner sanctuary prepared for the ark
1 Kings,6,23,30,Cherubim of olive wood and gold inside inner sanctuary; flooring of cypress overlaid with gold
1 Kings,6,31,38,Doors and carvings; overall completion time of seven years
,,,,
1 Kings,7,1,5,Solomon builds his own house (palace) over thirteen years
1 Kings,7,6,12,"House of the Forest of Lebanon, Hall of Pillars, Hall of Judgment, and residence buildings described"
1 Kings,7,13,22,Huram brought from Tyre; he casts bronze pillars Jakin and Boaz
1 Kings,7,23,26,Sea of cast metal (bronze basin) made and set on twelve oxen
1 Kings,7,27,39,Ten bronze stands and basins; utensils and furnishings of bronze completed
1 Kings,7,40,51,Summary of bronze work by Huram; Solomon’s gold furnishings for the temple; temple treasures placed in the treasury
,,,,
1 Kings,8,1,11,Ark brought from Zion to the temple; cloud fills the house; priests cannot stand to minister
1 Kings,8,12,21,Solomon’s introductory words and recounting of God’s promise to David
1 Kings,8,22,30,Solomon’s prayer: appeal for God’s eyes and ears toward this house and His people
1 Kings,8,31,40,"Prayer about various situations (oaths, defeat, drought, famine) and forgiveness when people turn and pray toward the temple"
1 Kings,8,41,43,Prayer for foreigners who come to pray toward this house
1 Kings,8,44,53,"Prayer about war, exile, and return when hearts turn back to the LORD"
1 Kings,8,54,61,"Solomon blesses the assembly, praises God’s faithfulness, and exhorts wholehearted obedience"
1 Kings,8,62,66,Great sacrifices offered; fourteen-day feast; people sent away joyful and glad of heart
,,,,
1 Kings,9,1,9,"The LORD appears to Solomon again, confirming the temple, but warning about disobedience and exile"
1 Kings,9,10,14,Account of cities given to Hiram and his reaction; exchange of gold and building projects
1 Kings,9,15,23,"Solomon’s forced labor for building the temple, palace, Millo, wall, and other cities"
1 Kings,9,24,28,Pharaoh’s daughter moves from the city of David; Solomon’s offerings three times a year; fleet brings gold from Ophir
,,,,
1 Kings,10,1,5,Queen of Sheba comes with hard questions and rich gifts to test Solomon’s wisdom
1 Kings,10,6,9,Sheba acknowledges Solomon’s wisdom and the LORD’s blessing on Israel
1 Kings,10,10,13,Exchange of gifts; Sheba departs to her land
1 Kings,10,14,22,"Description of Solomon’s immense wealth from gold, trade, and tribute"
1 Kings,10,23,29,"Solomon surpasses all kings in riches and wisdom; details on chariots, horses, and imported goods"
,,,,
1 Kings,11,1,8,Solomon’s many foreign wives turn his heart to other gods; he builds high places for their idols
1 Kings,11,9,13,"The LORD angry with Solomon; announces division of the kingdom, yet preserving a tribe for David’s sake"
1 Kings,11,14,25,Adversaries raised against Solomon: Hadad the Edomite and Rezon of Damascus
1 Kings,11,26,40,Jeroboam’s rise; Ahijah’s prophecy of ten tribes to Jeroboam; Solomon seeks to kill him; Jeroboam flees to Egypt
1 Kings,11,41,43,Summary of Solomon’s reign; his death and burial; Rehoboam his son reigns
